Series Name,Series Code,Country Name,Country Code,2005 [YR2005],2006 [YR2006],2007 [YR2007],2008 [YR2008],2009 [YR2009],2010 [YR2010],2011 [YR2011],2012 [YR2012],2013 [YR2013],2014 [YR2014],2015 [YR2015],2016 [YR2016],2017 [YR2017],2018 [YR2018],2019 [YR2019],2020 [YR2020]
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,New Zealand,NZL,..,..,3.61,..,..,3.54,..,3.42,..,3.671443,..,3.549123,..,3.99,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Nicaragua,NIC,..,..,1.86,..,..,2.23,..,..,..,2.202562,..,2.49933,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Niger,NER,..,..,1.4,..,..,2.28,..,2.45,..,2.079882,..,2.222419,..,2,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Nigeria,NGA,..,..,2.23,..,..,2.43,..,2.27,..,2.559328,..,2.398846,..,2.56,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,North Macedonia,MKD,..,..,2.29,..,..,2.55,..,2.6,..,2.498898,..,2.581145,..,2.47,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Northern Mariana Islands,MNP,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Norway,NOR,..,..,3.82,..,..,4.22,..,3.86,..,4.191941,..,3.9545,..,3.69,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Oman,OMN,..,..,2.86,..,..,3.06,..,2.96,..,2.884615,..,3.436481,..,3.16,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Pakistan,PAK,..,..,2.37,..,..,2.08,..,2.69,..,2.669871,..,2.697275,..,2.2,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Palau,PLW,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Panama,PAN,..,..,2.79,..,..,2.63,..,2.94,..,2.995915,..,3.281587,..,3.13,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Papua New Guinea,PNG,..,..,2,..,..,1.91,..,2.2,..,2.227937,..,2.322611,..,1.97,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Paraguay,PRY,..,..,2.47,..,..,2.44,..,2.41,..,2.4553,..,2.445662,..,2.55,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Peru,PER,..,..,2.57,..,..,2.66,..,2.73,..,2.720363,..,2.623704,..,2.28,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Philippines,PHL,..,..,2.26,..,..,2.57,..,2.8,..,2.6,..,2.550097,..,2.73,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Poland,POL,..,..,2.69,..,..,2.98,..,3.1,..,3.083333,..,3.169237,..,3.21,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Portugal,PRT,..,..,3.16,..,..,3.17,..,3.42,..,3.372114,..,3.088148,..,3.25,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Puerto Rico,PRI,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Qatar,QAT,..,..,2.63,..,..,2.75,..,3.23,..,3.439141,..,3.568039,..,3.38,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Romania,ROU,..,..,2.73,..,..,2.25,..,2.51,..,2.773306,..,2.882353,..,2.91,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Russian Federation,RUS,..,..,2.23,..,..,2.38,..,2.45,..,2.589942,..,2.429523,..,2.78,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Rwanda,RWA,..,..,1.53,..,..,1.63,..,1.88,..,2.32197,..,2.621956,..,2.76,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Samoa,WSM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,San Marino,SMR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Sao Tome and Principe,STP,..,..,2.2,..,..,..,..,2.24,..,2.58649,..,2.117817,..,2.33,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Saudi Arabia,SAU,..,..,2.95,..,..,3.27,..,3.22,..,3.34218,..,3.235413,..,3.11,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Senegal,SEN,..,..,2.09,..,..,2.64,..,2.31,..,2.3,..,2.233494,..,2.22,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Serbia,SRB,..,..,2.18,..,..,2.3,..,2.62,..,2.725668,..,2.491071,..,2.6,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Seychelles,SYC,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Sierra Leone,SLE,..,..,1.83,..,..,1.61,..,2.5,..,..,..,2.069467,..,1.82,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Singapore,SGP,..,..,4.27,..,..,4.22,..,4.15,..,4.278593,..,4.20396,..,4.06,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Sint Maarten (Dutch part),SXM,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Slovak Republic,SVK,..,..,2.68,..,..,3,..,2.99,..,3.218518,..,3.243352,..,3,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Slovenia,SVN,..,..,3.22,..,..,2.65,..,3.24,..,3.349875,..,3.189909,..,3.26,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Solomon Islands,SLB,..,..,2,..,..,2.23,..,2.03,..,2.463384,..,2.20718,..,2.21,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Somalia,SOM,..,..,1.63,..,..,1.5,..,..,..,1.5,..,1.571429,..,1.81,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,South Africa,ZAF,..,..,3.42,..,..,3.42,..,3.79,..,3.2,..,3.776261,..,3.19,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,South Sudan,SSD,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Spain,ESP,..,..,3.51,..,..,3.58,..,3.74,..,3.773806,..,3.716888,..,3.84,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Sri Lanka,LKA,..,..,2.13,..,..,1.88,..,2.5,..,2.23151,..,..,..,2.49,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,St. Kitts and Nevis,KNA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,St. Lucia,LCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,St. Martin (French part),MAF,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,St. Vincent and the Grenadines,VCT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Sudan,SDN,..,..,2.36,..,..,1.78,..,2.01,..,1.897661,..,2.201694,..,2.18,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Suriname,SUR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Sweden,SWE,..,..,4.11,..,..,4.03,..,4.13,..,4.09375,..,4.270132,..,4.24,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Switzerland,CHE,..,..,4.13,..,..,4.17,..,3.98,..,4.043594,..,4.189523,..,4.02,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Syrian Arab Republic,SYR,..,..,1.91,..,..,2.45,..,2.54,..,2.076923,..,1.237654,..,2.51,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Tajikistan,TJK,..,..,2,..,..,2,..,2.03,..,2.364091,..,2.133333,..,2.17,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Tanzania,TZA,..,..,2,..,..,2,..,2.41,..,2.317448,..,2.811586,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Thailand,THA,..,..,3.16,..,..,3.16,..,3.08,..,3.40451,..,3.12367,..,3.14,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Timor-Leste,TLS,..,..,1.67,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Togo,TGO,..,..,2.25,..,..,1.82,..,2.46,..,2.072934,..,2.236628,..,2.23,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Tonga,TON,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Trinidad and Tobago,TTO,..,..,..,..,..,..,..,..,..,..,..,2.337318,..,2.38,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Tunisia,TUN,..,..,2.83,..,..,2.56,..,2.88,..,2.299082,..,2.444444,..,2.1,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Turkey,TUR,..,..,2.94,..,..,3.08,..,3.62,..,3.533005,..,3.493645,..,3.21,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Turkmenistan,TKM,..,..,..,..,..,2.24,..,..,..,2.064429,..,2.338384,..,2.23,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Turks and Caicos Islands,TCA,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Tuvalu,TUV,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Uganda,UGA,..,..,2.17,..,..,2.35,..,..,..,..,..,2.739724,..,2.19,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Ukraine,UKR,..,..,2.35,..,..,2.44,..,2.69,..,2.649754,..,2.494807,..,2.22,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,United Arab Emirates,ARE,..,..,3.8,..,..,3.81,..,3.84,..,3.703943,..,4.069324,..,4.02,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,United Kingdom,GBR,..,..,4.05,..,..,3.95,..,3.95,..,4.158261,..,4.20566,..,4.03,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,United States,USA,..,..,4.07,..,..,4.15,..,4.14,..,4.184653,..,4.152011,..,4.05,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Uruguay,URY,..,..,2.38,..,..,2.58,..,2.87,..,2.511075,..,2.794872,..,2.43,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Uzbekistan,UZB,..,..,2,..,..,2.54,..,2.25,..,2.011111,..,2.44683,..,2.57,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Vanuatu,VUT,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,"Venezuela, RB",VEN,..,..,2.51,..,..,2.44,..,2.17,..,2.605082,..,2.345295,..,2.1,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Vietnam,VNM,..,..,2.5,..,..,2.56,..,2.68,..,3.112863,..,2.695191,..,3.01,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Virgin Islands (U.S.),VIR,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,West Bank and Gaza,PSE,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,"Yemen, Rep.",YEM,..,..,2.08,..,..,2.35,..,2.62,..,1.87407,..,..,..,2.12,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Zambia,ZMB,..,..,2,..,..,1.83,..,..,..,2.310606,..,2.262771,..,2.3,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Zimbabwe,ZWE,..,..,1.87,..,..,..,..,2.2,..,2.248457,..,2.213516,..,1.83,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Arab World,ARB,..,..,2.46210526315789,..,..,2.53894736842105,..,2.589,..,2.5457637,..,2.5712075,..,2.60666666666667,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Caribbean small states,CSS,..,..,1.905,..,..,2.15333333333333,..,2.39666666666667,..,2.65934666666667,..,2.381804,..,2.3,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Central Europe and the Baltics,CEB,..,..,2.74363636363636,..,..,2.74727272727273,..,2.94363636363636,..,3.11839127272727,..,3.14998845454545,..,3.06272727272727,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Early-demographic dividend,EAR,..,..,2.30042553191489,..,..,2.38408163265306,..,2.46574468085106,..,2.49788588,..,2.50204374,..,2.47808510638298,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,East Asia & Pacific,EAS,..,..,2.881,..,..,2.9445,..,3.0325,..,3.1574989,..,3.01786271428571,..,3.05095238095238,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,East Asia & Pacific (excluding high income),EAP,..,..,2.37384615384615,..,..,2.45538461538462,..,2.57769230769231,..,2.74193261538462,..,2.57655438461539,..,2.60923076923077,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,East Asia & Pacific (IDA & IBRD countries),TEA,..,..,2.37384615384615,..,..,2.45538461538462,..,2.57769230769231,..,2.74193261538462,..,2.57655438461538,..,2.60923076923077,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Euro area,EMU,..,..,3.42055555555556,..,..,3.44315789473684,..,3.47210526315789,..,3.56288105263158,..,3.63995926315789,..,3.50684210526316,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Europe & Central Asia,ECS,..,..,2.97409090909091,..,..,3.02765957446809,..,3.15574468085106,..,3.17710795744681,..,3.15875627659574,..,3.1331914893617,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Europe & Central Asia (excluding high income),ECA,..,..,2.2075,..,..,2.34222222222222,..,2.61166666666667,..,2.545331,..,2.38744366666667,..,2.47444444444444,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Europe & Central Asia (IDA & IBRD countries),TEC,..,..,2.27578947368421,..,..,2.36904761904762,..,2.6652380952381,..,2.59978185714286,..,2.47691776190476,..,2.55571428571429,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,European Union,EUU,..,..,3.30807692307692,..,..,3.32074074074074,..,3.42333333333333,..,3.47357533333333,..,3.53365588888889,..,3.46111111111111,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Fragile and conflict affected situations,FCS,..,..,2.00296296296296,..,..,2.03571428571429,..,2.11703703703704,..,2.16117451612903,..,2.11048028571429,..,2.125,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,Heavily indebted poor countries (HIPC),HPC,..,..,2.03111111111111,..,..,2.02588235294118,..,2.1953125,..,2.21052716216216,..,2.18982891666667,..,2.16142857142857,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,High income,HIC,..,..,3.38145833333333,..,..,3.41411764705882,..,3.4684,..,3.50843860784314,..,3.54484842307692,..,3.44660377358491,..,..
Logistics performance index: Quality of trade and transport-related infrastructure (1=low to 5=high),LP.LPI.INFR.XQ,IBRD only,IBD,..,..,2.44240740740741,..,..,2.47,..,2.6993220338983,..,2.66131120689655,..,2.58570452542373,..,2.58491525423729,..,..
